iata_code,city_rus
TGT,Танга
TGU,Тегусигальпа
TGV,Тарговиште
TGZ,Тухтла-Гутьеррес
THC,Тчиен
THE,Терезина
THF,Берлин
THH,Тахароа
THI,Тишитт
THK,Тхакхек
THL,Тачилек
THN,Тролльхеттан
THO,Торсхофн
THP,Термополис
THR,Техран
THT,Тамшакет
THZ,Тахуа
TIB,Тибу
TID,Тиарет
TIE,Типпи
TIF,Таиф
TIG,Тингвон
TIH,Тикехау-Атолл
TII,Таринкот
TIJ,Тихуана
TIK,Оклахома Сити
TIN,Тиндуф
TIO,Тилин
TIP,Триполи
TIR,Тирупати
TIU,Тимару
TIV,Тиват
TIW,Такома
TIY,Тиджикья
TIZ,Тари
TJI,Трухилло
TJK,Токат
TJM,Тюмень
TJV,Тханджавур
TKB,Текаду
TKC,Тико
TKD,Такоради
TKG,Бандар-Лампунг
TKH,Такхли
TKM,Тикал
TKO,Тлокоэнг
TKP,Такапото
TKQ,Кигома
TKR,Такургаон
TKS,Токушима
TKT,Так
TKU,Турку
TKV,Татакото
TKW,Текин
TKX,Такароа
TLB,Тарбела
TLE,Тулеар
TLH,Таллахасси
TLI,Толитоли
TLJ,Таталина
TLK,Талкнафьордур
TLL,Таллинн
TLN,Хиерес
TLO,Тол
TLP,Тумболбил
TLS,Тулуз
TLU,Толу
TLW,Таласеа
TLX,Талька
TMB,Майами
TMC,Тамболака
TMD,Тимбедра
TME,Таме
TMG,Томангонг
TMH,Танахмерах
TMJ,Термез
TMK,Тамки
TML,Тамале
TMM,Таматаве
TMO,Тумеремо
TMP,Тампере
TMQ,Тамбао
TMR,Таманрассет
TMU,Тамбор
TMW,Тамворт
TMX,Тимимун
TNA,Цзинань
TNB,Танах-Гродот
TND,Тринидад
TNE,Танегасима
TNG,Танжер
TNH,Тонхва
TNI,Сатна
TNL,Тернополь
TNN,Тайнань
TNO,Тамариндо
TNT,Майами
TNU,Ньютон
TOA,Торранс
TOB,Тобрук
TOD,Тиоман
TOE,Тозер
TOF,Томск
TOH,Торрес
TOJ,Мадрид
TOK,Торокина
TOM,Томбукту
TON,Тону
TOQ,Токопийа
TOS,Тромсо
TOT,Тотнесс
TOU,Туо
TOW,Толедо
TOX,Тобольск
TOY,Тояма
TPA,Тампа
TPC,Тарапоа
TPG,Тайпинг
TPH,Тонопа
TPI,Тапини
TPJ,Тапледжунг
TPK,Тапактуан
TPN,Типутини
TPP,Тарапото
TPQ,Тепик
TPS,Тапини
TPT,Тапета
TPU,Тикапур
TQN,Талукан
TQS,Трес-Эскинас
TRA,Тарамажима
TRB,Турбо
TRC,Торреон
TRD,Трондхайм
TRG,Тауранга
TRJ,Таракбиц
TRN,Турин
TRO,Тари
TRR,Тринкомали
TRS,Триест
TRU,Трухилло
TRV,Тривандрум
TRW,Тарава
TRY,Тороро
TRZ,Тиручирапалли
TSB,Тсумеб
TSC,Таиша
TSD,Тшиписе
TSE,Астана
TSF,Тревисо
TSG,Танакросс
TSH,Тшикапа
TSI,Цили-Цили
TSJ,Цусима
TSK,Таскул
TSL,Тамуин
TSM,Таос
TSN,Тяньцзинь
TSQ,Торрес
TSR,Тимисоара
TSS,Нью-Йорк
TST,Транг
TSU,Табитуа-Сауз
TSV,Таунсвилл
TSW,Цеви
TSY,Тасикмалая
TTA,Тан Тан
TTC,Талтал
TTE,Тернате
TTG,Тартагал
TTH,Тумрайт
TTJ,Тоттори
TTL,Тертл-Айленд
TTQ,Тортукеро
TTR,Тана Торайа
TTS,Тсаратанана
TTT,Тайтунг
TUC,Тукуман
TUD,Тамбакунда
TUE,Тупиле
TUF,Турс
TUG,Тугуэгарао
TUI,Тураиф
TUJ,Тум
TUK,Турбат
TUL,Тулса
TUN,Тунис
TUO,Таупо
TUP,Тупело
TUQ,Туган
TUT,Таута
TUU,Табук
TUV,Тукупита
TUW,Тубала
TUY,Тулум
TUZ,Тукума
TVA,Морафенобе
TVC,город Траверсе
TVL,Южное Озеро Тахо
TVU,Тавеуни
TWE,Тейлор
TWZ,Маунт Кук
TXG,Тайчунг
TXL,Берлин
TXM,Теминабуан
TXN,Тунси
TXR,Танбар
TYA,Тула
TYD,Тында
TYM,Станиэл-Кэй
TYN,Тайвань
TYS,Ноксвилл
TYZ,Тейлор
TZL,Тузла
TZM,Тисимин
TZX,Трабзон
UAB,Адана
UAC,Сан-Луис-Рио-Колорадо
UAE,Маунт-Эу
UAI,Суаи
UAL,Луау
UAQ,Сан Хуан
UAS,Самбуру
UAX,Уахактун
UBA,Юбераба
UBI,Буин
UBJ,Убе
UBP,Убон-Ратчатхани
UBT,Убатуба
UCK,Луцк
UCN,Бучанан
UCT,Ухта
UDA,Ундарра
UDD,Палм Спрингс
UDJ,Ужгород
UDO,Удомхей
UDR,Удайпур
UEE,Куинстаун
UEL,Келимане
UES,Ваукеша
UET,Кветта
UFA,Уфа
UGC,Ургенч
UGO,Уиже
UHE,Угерске-Градиште
UIB,Кибдо
UIK,Усть-Илимск
UIN,Куинси
UIO,Куито
UIP,Куимпер
UIQ,Кин-Хилл
UJE,Удже-Айленд
UKB,Кобе
UKK,Усть-Каменогорск
UKR,Мукейрас
UKS,Севастополь
UKU,Нуку
UKX,Усть-Кут
UKY,Киото
ULA,Сан-Хулиан
ULB,Улей
ULC,Сантьяго
ULD,Улунди
ULE,Зуле
ULL,Мулл
ULQ,Тулуа
ULS,Мулатос
ULU,Гулу
ULY,Ульяновск
UMC,Умба
UMD,Уумманнак
UME,Умео
UMY,Сумы
UNC,Унгиа
UND,Кундуз
UNG,Киунга
UNI,Юнион-Айленд
UNN,Ранонг
UON,Муонг-Сей
UPA,Пунта-Алегре
UPB,Гавана
UPC,Пуэрто Ла Крус
UPL,Упала
UPN,Уруапан
UPR,Упиара
URA,Уральск
URC,Урумги
URE,Курессааре
URI,Урибе
URJ,Урай
URM,Уриман
URN,Ургун
URO,Руан
URR,Уррао
URS,Курск
URT,Сурат-Тхани
URY,Гураят
URZ,Урузган
USH,Ушуайа
USI,Мабарума
USK,Усинск
USM,Кох-Самуи
USN,Ульсан
USO,Усино
USQ,Асак
USS,Санкти-Спиритус
UST,Сент Огустин
USU,Корон
UTA,Мутаре
UTC,Утрехт
UTE,Баттерворт
UTH,Удон Тхани
UTL,Торремолинос
UTN,Упингтон
UTR,Уттарадит
UTT,Умтата
UTW,Куинстаун
UUA,Бугульма
UUD,Улан-Удэ
UUS,Южно-Сахалинск
UUU,Мануму
UVO,Увол
UYL,Ньяла
UYN,Фулин
UZH,Унайза
UZU,Курусу-Куатья
VAA,Васа
VAB,Яварате
VAC,Варрельбух
VAF,Валенс
VAI,Ванимо
VAN,Ван
VAO,Суаванао
VAP,Вальпараисо
VAR,Варна
VAS,Сивас
VAT,Ватомандри
VAU,Ватукула
VBS,Бресия
VBV,Вануабалаву
VBY,Висби
VCA,Кан-Тхо
VCE,Венеция
VCF,Вальчета
VCH,Вичадеро
VCL,Тамки
VCR,Карора
VCT,Лимбе
VDA,Эйлат
VDB,Фагернес
VDD,Вена
VDE,Валверде
VDR,Вилья-Долорес
VDS,Вадсо
VEG,Маиквак
VEJ,Вежле
VER,Веракруз
VEV,Баракома
VEY,Вестменнейяр
VFA,Водопады Виктории
VGA,Виджаявада
VGD,Вологда
VGG,Вангренг
VGO,Виго
VGT,Лас Вегас
VGZ,Виллагарсон
VHC,Сауримо
VHM,Вилхелмина
VHY,Вичи
VHZ,Вахитахи
VIB,Вилья-Конститусьон
VIC,Виченца
VID,Видин
VIE,Вена
VIF,Виесте
VIG,Эль-Вигиа
VIH,Вичи
VIN,Винница
VIQ,Викеке
VIR,Дурбан
VIU,Виру
VIV,Вивигани
VIX,Витория
VIY,Париж
VJI,Абингдон
VKG,Рач-Дже
VKO,Москва
VKS,Виксбург
VKT,Воркута
VLC,Валенсия
VLG,Вилья-Хесель
VLI,Порт Вила
VLK,Волгодонск
VLL,Вальядолид
VLN,Валенсия
VLO,"Валледжо, шт. Калифорния"
VLP,Вила-Рика
VLR,Вайенар
VLS,Вейлсдир
VLU,Великие Луки
VLV,Валера
VME,Вилья-Мерседес
VMU,Беймуру
VNA,Сараване
VNE,Ваннес
VNO,Вильнюс
VNS,Варанаси
VNT,Вентспилс
VNX,Виланкулос
VNY,Лос Анджелес
VOG,Волгоград
VOH,Вохемар
VOI,Войнджама
VOL,Волос
VOZ,Воронеж
VPN,Вопнафьордур
VPZ,Вальпараисо
VRA,Варадеро
VRB,Веро Бич
VRC,Вирак
VRE,Вредендаль
VRL,Вила-Реал
VRN,Верона
VRO,Матансас
VRS,Версаль
VRU,Врибург
VRY,Верой
VSA,Вийяхермоса
VSE,Визеу
VSG,Луганск
VSO,Пхуоклонг
VST,Стокгольм
VTA,Лимбе
VTB,Витебск
VTE,Виентиане
VTF,Ватулеле
VTL,Виттель
VTU,Лас-Тунас
VTZ,Вишакхапатнам
VUP,Валледупар
VUS,Великий Устюг
VVB,Маханору
VVI,Санта-Круз-Айленд
VVK,Вастервик
VVO,Владивосток
VVZ,Иллизи
VYD,Врихейд
VYS,Перу
WAA,Уэльс
WAB,Вабаг
WAC,Вака
WAD,Андриамена
WAE,Вади-ад-Давасир
WAF,Вана
WAG,Вангануи
WAI,Антсохиху
WAJ,Вавой-Фоллз
WAK,Анказоабо
WAM,Амбатондразака
WAN,Вейверни
WAO,Вабо
WAP,Альто-Палена
WAQ,Антсалова
WAR,Варис
WAT,Вотерфорд
WAW,Варшава
WBD,Бефандриана
WBE,Беаланана
WBM,Вапенаманда
WBO,Беророха
WCA,Кастро
WCH,Чайтен
WDA,Вади-Эйн
WDI,Вондай
WED,Ведау
WEF,Вэйфан
WEH,Вейхай
WEL,Велком
WEP,Вим
WES,Висуа
WET,Вагете
WEX,Уэксфорд
WFD,Вудфорд
WFI,Фианаранцоа
WGA,Вагга-Вагга
WGB,Бахавалнагар
WGN,Вайтанги
WGP,Ваингапу
WGY,Вагни
WHF,Вади-Халфа
WHK,Вакатане
WHO,Франц-Джозеф
WHP,Лос Анджелес
WHS,Волсей
WHU,Вуху
WIC,Вик
WID,Вильденрат
WIE,Висбаден
WIK,Сурфдейл
WIL,Найроби
WIU,Виту
WJA,Воджа
WJR,Ваджир
WKA,Ванака
WKN,Вакунай
WLA,Валлал
WLC,Валха
WLG,Уеллингтон
WLH,Валаха
WLL,Воллогорэнг
WLO,Ватерло
WMA,Мандритсара
WMB,Варранамбул
WMD,Мандабе
WML,Малаимбанди
WMN,Мароантсера
WMP,Мампикони
WMR,Мананара
WMV,Мадировало
WMX,Вамена
WNE,Вора-На-Йе
WNP,Нага
WNU,Ванума
WNZ,Венчжоу
WOA,Воненара
WOE,Вонсдрехт
WOI,Вологисси
WOK,Вонкен
WOL,Воллонгонг
WON,Вондула
WOT,Вонань
WPA,Пуэрто-Айсен
WPB,Порт-Бердж
WPM,Випим
WPR,Порвенир
WPU,Пуэрто-Вильямс
WRA,Уордер
WRB,Макон
WRE,Вангарей
WRO,Вроцлав
WRY,Вестрей
WSA,Васуа
WSJ,Сан Хуан
WSO,Вашабо
WSR,Васиор
WSU,Васу
WSY,Эйрли Бич
WSZ,Вестпорт
WTA,Тамбохорано
WTC,Нью-Йорк
WTD,Вест-Энд
WTP,Войтапе
WTS,Тсироаномандиди
WTT,Вантоат
WUG,Вау
WUH,Вухан
WUS,Вуйшань
WUU,Вау
WUX,Вуси
WUZ,Вучжоу
WVB,Волвис-Бей
WVK,Манакара
WVL,Уотервилл
WWK,Вевак
WYA,Вайалла
WYE,Енгема
WYS,Уест Йеллоустоун
XAL,Аламос
XAR,Арибинда
XAU,Саул
XAY,Ксейабери
XBG,Боганд
XBJ,Бирджанд
XBL,Буно-Беделле
XBN,Бинигуни
XBO,Булса
XDB,Лилль
XDE,Диебугу
XDJ,Джибо
XDT,Париж
XDV,Принс Джордж
XDW,Принц Руперт
XEA,Ванкувер
XEN,Хайньчен
XEX,Париж
XFA,Лилль
XFN,Сянфань
XFW,Гамбург
XFY,Квебек
XFZ,Квебек
XGA,Гауа
XGB,Париж
XGN,Шангонго
XHN,Льеж
XHX,Аделаида
XIC,Хайчэн
XIE,Ксьенглом
XIG,Шингуэра
XIK,Милан
XIL,Хайлиньхот
XIN,Хайньнин
XIX,Верона
XKA,Канчари
XKC,Сенднес
XKH,Ксьенг-Кхуанг
XKY,Кайя
XLJ,Квебек
XLM,Монреаль
XLO,Лонь-Йен
XLS,Сент Луис
XLU,Лео
XMG,Махендранагар
XMH,Манихи
XMI,Масаси
XMN,Сямэнь
XMS,Макас
XNG,Кванг-Нгаи
XNN,Хайнин
XNT,Хайнтай
XOZ,Доха
XPA,Пама
XPG,Париж
XPL,Комаягуа
XPQ,Порт Кланг
XRH,Ричмонд
XRJ,Рим
XSA,Синоу
XSD,Тонопа
XSE,Себба
XSP,Сингапур
XTA,Тяньцзинь
XTF,Тяньцзинь
XTO,Тарум
XTT,Париж
XUZ,Хучжоу
XVL,Винь-Лонь
XVQ,Венеция
XVY,Рим
XWC,Вена
XWK,Роннеби
XWL,Готенбург
XWQ,Енкопинг
XWW,Вена
XWZ,Никопинг
XYD,Лион
XYE,Йе
XYL,Лион
XYO,Карлсхамн
XYT,Тулуз
XYV,Лион
XZA,Забре
XZF,Дамман
YAI,Чиллан
YAM,Со Сен Мари
YAN,Янгамби
YAO,Яунде
YAW,Галифакс
YBA,Банфф
YBL,Кэмпбелл Ривер
YBP,Ибин
YBR,Брэндон
YBW,Калгари
YCD,Нанаимо
YCN,Кочране
YCW,Чиллиуок
YDT,Ванкувер
YDX,Док-Крик
YED,Едмонтон
YEI,Бурса
YEO,Йовилтон
YEQ,Енкис
YFC,Фредериктон
YGJ,Йонаго
YGK,Кингстоун
YHC,Хакаи-Пасс
YHD,Драйден
YHH,Кэмпбелл Ривер
YHM,Гамильтон
YHU,Монреаль
YHZ,Галифакс
YIH,Фучэн
YIN,Иньин
YIW,Иву
YKA,Камлупс
YKM,Якима
YKS,Якутск
YKZ,Торонто
YLN,Фулан
YMS,Юримагуас
YMX,Монреаль
YNB,Янбу
YND,Оттава
YNJ,Яньцзи
YNT,Янтай
YNY,Янян
YNZ,Яньчэн
YOK,Йокогама
YOL,Йола
YOS,Оуэн Саунд
YOW,Оттава
YPI,Порт Симпсон
YPR,Принц Руперт
YQE,Кимберли
YQG,Виндзор
YQL,Летбридж
YQT,Тандер Бэй
YQV,Йорктон
YQZ,Кеснел
YRO,Оттава
YRV,Ревелстоук
YSJ,Сент Джон
YSP,Марафон
YTK,Тулугак
YTM,Мон Тремблан
YTO,Торонто
YTU,Тасу
YTZ,Торонто
YUL,Монреаль
YVD,Ева
YWF,Галифакс
YWG,Виннипег
YWH,Лимбе
YWS,Уистлер
YXD,Едмонтон
YXE,Саскатун
YXH,Медисин Хет
YXS,Принс Джордж
YYB,Норт Бэй
YYF,Пентинктон
YYJ,Лимбе
YYZ,Торонто
ZAD,Задар
ZAG,Загреб
ZAH,Захедан
ZAJ,Зарандж
ZAL,Вальдивия
ZAO,Каор
ZAR,Зариа
ZAS,Шанде
ZAT,Жаньтон
ZAZ,Сарагоса
ZBE,Забржег
ZBF,Батерст
ZBK,Завлака
ZBP,Балтимор
ZBY,Сайабори
ZCL,Закатекас
ZCO,Темуко
ZCP,Фошан
ZDU,Данди
ZEG,Сенгго
ZER,Зеро
ZFA,Фаро
ZFJ,Ренн
ZFQ,Бордо
ZGC,Ланчжоу
ZGL,Сауз-Галвей
ZGM,Нгома
ZGN,Чжуншань
ZGY,Кучинг
ZHA,Чжаньчзян
ZHC,Филадельфия
ZHM,Шамшернагар
ZIC,Лимбе
ZIG,Зигунчор
ZIH,Ихтапа-Сихуатанех
ZJB,Куантан
ZJR,Пенанг
ZJY,Понза
ZKB,Касаба-Бей
ZKL,Стеенкоол
ZKM,Сетте-Кама
ZLG,Эль-Гуэра
ZLO,Манзанилло
ZLX,Лондон
ZMF,Неаполь
ZMJ,Неаполь
ZMK,Бинтулу
ZMM,Замора
ZNA,Нанаимо
ZND,Зиндер
ZNE,Ньюмен
ZOS,Осорно
ZPC,Пукон
ZQN,Куинстаун
ZRD,Ричмонд
ZRF,Рокфорд
ZRH,Цюрих
ZRI,Серуи
ZRK,Рокфорд
ZRT,Хартфорд
ZRU,Бостон
ZRV,Провиденс
ZSA,Сан-Сальвадор
ZSP,Сен Поль
ZSW,Принц Руперт
ZTE,Рочестер
ZTN,Филадельфия
ZTO,Бостон
ZTR,Житомир
ZTY,Бостон
ZUD,Анкуд
ZUH,Чжухай
ZUL,Зилфи
ZVA,Миандривацо
ZVK,Сваннакхэт
ZWA,Андапа
ZWR,Кота Кинабалу
ZXP,Перт
ZYD,Лиссабон
ZYF,Фаро
ZYH,Гаага
ZYI,Цунии
ZYQ,Сиракус
ZZU,Мзузу
ZZV,Занесвилл
